name,type,url,lvl,Vitality,Wisdom,Strength,Intelligence,Chance,Agility,Power,AP,MP,Range,Summon,Critical Hit,Initiative,Prospection,Lock,Dodge,AP Reduction,MP Reduction,AP Res,MP Res,Push Res.,Crit. Res,Pods,Trap Damage,%Trap Dam,Damage,Neutral Damage,Earth Damage,Fire Damage,Water Damage,Air Damage,Crit. Damage,Push Damage,Heal,Neutral Res.,Earth Res.,Fire Res.,Water Res.,Air Res.,%Neutral Res,%Earth Res,%Fire Res,%Water Res,%Air Res,Critical Hit,%Melee Res,%Range Res
Bottes des égarés,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15741-bottes-egares,200,301,31,51,,,51,,,,,,4,,11,,4,,,,7,,,,,,,9,9,,,9,,,,,,,,,,,,7,,4,,
Ceinture de Vortex,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15743-ceinture-vortex,200,301,31,,41,,41,,,,,,3,,11,,,4,,,,,,,,,,,,9,,9,,,9,,,,,,,,7,7,,3,,
Harpendentif,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15746-harpendentif,200,351,31,,,,,,,,2,,4,,,,11,,,21,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,
Capille,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15747-capille,200,351,31,,,,,41,,,,2,2,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,7,7,,2,,
Bottes Voldelor,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17105-bottes-voldelor,200,301,31,,,51,51,,,1,,,7,,,,5,,,,,16,,,,,,,,,9,9,,,,,,,,,,,,,,7,,
Couronne du Roi Joueur,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17573-couronne-roi-joueur,200,301,31,61,61,,,,,,1,,4,,11,,-5,,4,,,,16,,,,,9,9,9,,,,,,,,,,,,,,,7,4,,
Cape de la Dame du Hasard,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17577-cape-dame-hasard,200,301,31,,51,51,,,,,1,,4,,11,,4,,4,,,,,,,,,,,7,7,,11,,,,,,,,,5,,5,,4,,
Collier de Tourthon,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17997-collier-tourthon,200,401,41,81,,,,,1,,,,,,11,11,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,7,,,
Cape de Diondin,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18002-cape-diondin,200,301,31,,61,,,,1,,2,,,,,11,,,,,5,,,,,,,,,11,,,,,11,,,,,,,,,,7,,,
Bottes Innommables,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18003-bottes-innommables,200,401,41,,81,,,,,1,,,,,11,,,,,,,,,,,,,,,14,,,,,11,,,,,,5,,,,5,,,
Bottes de Meno,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18022-bottes-meno,200,251,31,,51,51,,,,1,1,,3,,,,,,4,,,,,,,,,,,9,9,,,,9,,,,,,5,5,,,,3,,
Ceinture Luminescente,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18033-ceinture-luminescente,200,301,31,51,,51,,,,,,1,3,,,7,,,4,,,,,,,,,9,9,,9,,,16,,,,,,,,,5,,5,3,,
Cape Luminescente,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18034-cape-luminescente,200,301,31,51,,51,,,,,1,,2,,11,5,,,,,,,,,,,,9,9,,9,,,16,,,,,,,5,,,5,,2,,
Némès de Tal Kasha,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18590-nemes-tal-kasha,200,301,21,,,31,31,,,,,1,2,,,,-7,5,,,,,,,,,,,,,16,16,11,,,,,,,,,7,5,,,2,,
Chevelure de Tal Kasha,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18591-chevelure-tal-kasha,200,301,21,,,31,31,,,,1,,2,,,,,4,,,,,,,,,,,,,5,5,21,,,,,,,,5,,,5,5,2,,
Ambrouclier,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18696-ambrouclier,200,,,,,,,,,,1,,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,11
Bouclier du Cycloïde,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18718-bouclier-cycloide,200,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,21,,,,,,,,,,,,-15,
Bottes du Cœur Saignant,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19245-bottes-coeur-saignant,200,301,31,71,,,,,,1,1,,3,,,5,-5,,5,,,,,,,,,9,9,,,,9,,,,,,,,,,,5,5,3,,
Cape de l'Œil Attentif,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19253-cape-oeil-attentif,200,351,31,,,71,,,,,,,3,401,11,,5,,,5,,,,,,,,,,,16,,,,,,,,,,,,7,,7,3,,
Capuche de l'Œil Putride,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19257-capuche-oeil-putride,200,401,31,,51,51,51,,,,1,,4,,,,11,,5,,,,,,,,,,,11,11,11,,,,,,,,,,,,,,4,,
Casque d'Ilyzaelle,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19262-casque-ilyzaelle,200,301,21,,,71,71,,,,,1,-10,,11,,,,,,7,,,,,,,,,,11,11,,,,,,,,,,7,7,,,-10,,
Bouclier d'Ilyzaelle,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19263-bouclier-ilyzaelle,200,101,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,7,,,,
Masque Ardent,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19586-masque-ardent,200,351,31,,51,,,,,,1,,-10,,,7,,7,,,,,,,,,,,,11,,,,16,7,,,,,,,,,,7,-10,,
Sabots Volcaniques,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19592-sabots-volcaniques,200,301,31,41,41,,,,,1,,,3,,,5,,,4,,,,,,,,,7,7,7,,,,,9,,,,,,,,,5,5,3,,
Sangle Oriole,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19599-sangle-oriole,200,301,31,,,,61,,,,1,,3,,11,,,,,7,,,,,,,,,,,,11,9,,,,,,,,,7,,7,,3,,
Chapeau de Tournoyé,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19600-chapeau-tournoye,200,351,31,,,,61,,,,,1,4,,11,7,,,,9,,,,,,,,,,,,11,,,,,,,,,,5,,5,,4,,
Masque de Funespadon,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19604-masque-funespadon,200,301,31,61,,61,,,,,,,3,,,-10,7,,,,,,,,,,,11,11,,11,,,,,,,,,,,,7,7,,3,,
Collier Rophante,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19609-collier-rophante,200,401,31,,,,,,1,1,,1,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,,
Ceinture en Grithril,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19976-ceinture-grithril,200,301,31,41,,41,,,,,,,3,,,5,,,,,,,16,,,,,9,9,,9,,,,,,,,,,,,,,11,3,,
Trompe-la-Mort,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20358-trompe-mort,200,151,,,,,,,,,-1,,,-500,,,,,,,,,21,,,,,,,,,,,,,,,,,,5,5,,,,,7,
Cape de Jahash Jurgen,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20362-cape-jahash-jurgen,200,401,,,,,,61,,,,,,,,,-20,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,
Audace de Dodge,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20365-audace-dodge,200,351,,,61,,61,,,,,,,-200,,-20,,,,,16,,,,,,,,,,,,,31,,,,,,,,,,,,,,
Amulette Cryochrone,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14090-amulette-cryochrone,200,251,31,,41,41,,,1,,,,4,201,7,7,,,,,,,,,,,,,,10,10,,,,,,,,,,,6,,,6,4,,
Ceinture du Strigide,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14095-ceinture-strigide,200,301,31,,,,,41,,,,,5,301,,7,,,,,,,-16,,,,,7,7,7,7,7,11,,5,,,,,,6,,,,,5,,
Bottes du Strigide,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14096-bottes-strigide,200,351,31,,,,,51,,1,,,,,,,,,,6,,,-16,,,,,9,9,9,9,9,,,,,,,,,,,6,,,,,
Cape Ovri,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14161-cape-ovri,200,351,31,41,,41,,,,,,,4,301,,-11,,,,,,,,,,,,12,12,,12,,,,,,,16,,,7,,,,,4,,
Sangle Ouare,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14162-sangle-ouare,200,251,21,,,31,,31,,1,,2,,-301,11,11,,,,,-6,,,,,,,,,,,,16,16,,,,,,,,,,7,7,,,
Talisman Songe,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14169-talisman-songe,200,251,31,41,21,21,,,1,,,,,,11,7,,,,,,,,,,,,11,11,,,,11,,,,,11,,,,,,,6,,,
Bandeau Ktriné,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14170-bandeau-ktrine,200,351,31,31,31,,,,,,1,,,301,11,6,,,,,,,,,,,,11,11,11,,,,,,16,,,,,,,,,,,,
Masque du Barbétoal,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15183-masque-barbetoal,200,251,31,,,31,31,,,,2,,,,,,-7,5,,,,,16,,,,,,,,9,9,,21,,,,,,,,7,,,,,,
Couronne de Nidas,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15186-couronne-nidas,200,301,31,,31,,,,,,,1,4,,,,7,,5,,,,,,,,,,,11,,,,,11,,,,,,7,7,,,,4,,
Coiffe du Lévitrof,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15192-coiffe-levitrof,200,301,31,31,31,31,,,,,,1,3,401,11,,7,,,,,,-21,,,,,11,11,11,11,,,,,,,,,,,,,,7,3,,
Amulette du Kamasterisk,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15195-amulette-kamasterisk,200,351,31,51,,,51,,1,,,,,,,-5,,,4,6,,-21,16,,,,,9,9,,,9,,,,,,,,,,,,7,,,,
Bottes de la Cour Sombre,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15428-bottes-cour-sombre,200,351,31,41,,,,,,1,,,3,,16,,,,,,,,11,,,,,16,16,,,,,,,,,,,,,5,5,,,3,,
Amulette de Gein,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15433-amulette-gein,200,301,31,51,51,,,,1,,1,,,,11,,4,,,,,,,,,,,7,7,7,,,21,,,,,,,,,,,7,,,,
Bottes de la Reine des Voleurs,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15435-bottes-reine-voleurs,200,301,31,,,41,41,,,1,,,2,,,,,,,,,,16,,,,,,,,11,11,,,,,,,,,,,,7,,2,,
Capchalot,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15696-capchalot,200,301,31,,,,,,1,,,,,,11,,7,,,5,5,11,11,,,,,,,,,,,,,,,,,,,,7,7,,,,
Voilamibe,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15697-voilamibe,200,351,31,,,,,51,,1,1,,,,,,,,,,,,,,,,,11,11,11,11,11,-20,,,,,,,,,,,5,,,,
Protopagne,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15700-protopagne,200,351,31,,,,,,,1,,1,,,,-15,,,,7,7,,21,,,,,,,,,,,,,,,,,,,7,7,,,,,
Casque des égarés,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15742-casque-egares,200,251,31,51,,,51,,,,1,,4,,11,,,,,,7,,,,,,,11,11,,,11,,,,,,,,,,,,,7,4,,
Masque des Fonds marins,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16007-masque-fonds-marins,200,351,31,,,61,,,,,,1,,,11,7,,,,,5,,,,,,,,,,11,,,,,,7,,,,,,7,,7,,,
Collier du Valet Veinard,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17581-collier-valet-veinard,200,301,31,,,,61,,1,,1,,-5,,11,,,,,,5,16,,,,,,,,,,16,,,,,,,,,,,7,5,,-5,,
Cape du Valet Veinard,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17583-cape-valet-veinard,200,351,31,,,,61,,,,,1,-5,,11,5,,,,,7,16,,,,,,,,,,16,,,,,,,,,7,,,7,,-5,,
Amulette de Shokkoth,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18004-amulette-shokkoth,200,301,31,,,81,,,1,,2,1,2,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,7,2,,
Cape de Mantaze,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18005-cape-mantaze,200,401,31,,,61,,,,,1,,2,,11,16,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,7,2,,
Tentassons,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18020-tentassons,200,301,31,41,,,41,,,1,,,,,11,5,,4,,,,,,,,,,11,11,,,11,,,,,,,,,5,5,,,,,,
Casquette de Meno,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18023-casquette-meno,200,301,31,,41,41,,,,,,,2,,11,,,,4,7,,,,,,,,,,9,9,,11,,9,,,,,,,,,7,,2,,
Bottes Trithon,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18030-bottes-trithon,200,401,31,,,,,,,1,1,,4,,11,7,,,,5,,,,,,,,,,,,,21,21,,,,,,,,,,7,,4,,
Pendentif mignon de Koutoulou,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18035-pendentif-mignon-koutoulou,200,301,31,,61,,61,,1,,,,,,11,,,,,,,,16,,,,,,,11,,11,,,,,,,,,,5,,5,,,,
Ankhape,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18597-ankhape,200,401,21,61,,,,,,,1,,3,,11,,,,,,9,,,,,,,16,16,,,,-30,,,,,,,,,,7,,7,3,,
Bouclier du Captain Amakna,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18670-bouclier-captain-amakna,200,,,,,,,21,,,,,4,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,4,,-15
Goulbottes,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19079-goulbottes,200,351,21,41,41,41,,,,1,,,,,11,,,,,,,,16,,,,,9,9,9,9,,,,,,,,,,,,,,7,,,
Bottes du Cœur Vaillant,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19242-bottes-coeur-vaillant,200,301,31,51,,,51,,,1,1,,2,,,,,,,,,,,,,,,9,9,,,9,,16,,,,,,,5,,,5,,2,,
Masque de l'Esprit Salvateur,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19249-masque-esprit-salvateur,200,301,31,,,,,61,,,,1,-10,,,,7,,,,,,16,,,,,11,11,11,11,11,,,,,,,,,,7,,,,-10,,
Alliance Brûlâme,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19264-alliance-brulame,200,251,21,41,41,,41,,,,,,,,,,,,,,,,,,,,,5,5,5,,5,,,,,,,,,,,,5,5,,,
Heaume Oplate,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19595-heaume-oplate,200,301,31,,61,,,,1,,1,,3,,,,-10,,,9,,31,,,,,,,,11,,,,,,,,,,,5,,,,5,3,,
Culotte de Bethel,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19602-culotte-bethel,200,301,31,51,,51,,,,,1,,,,,-10,7,5,,,,16,,,,,,11,11,,11,,,,,,,,,,5,,,5,,,,
Chaussons de Macrab,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19603-chaussons-macrab,200,301,31,41,,41,,,,1,,1,4,,9,,,4,,,,,,,,,,9,9,,9,,,,,,,,,,,,5,,5,4,,
Anneau Toriété,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19608-anneau-toriete,200,201,31,,,,,31,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,
Amulette Martegel,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19981-amulette-martegel,200,301,31,,61,,61,,1,,,,-10,,11,,7,,,7,,21,,,,,,,,11,,11,,,,,,,,,,,,,7,-10,,
Anneau Volkorne,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19985-anneau-volkorne,200,201,,,,81,,,,,,,4,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,7,,4,,
Droiture de Fallanster,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20357-droiture-fallanster,200,151,,,,,,,,,,,,,,16,-20,,,,-20,21,,,,,,,,,,,,,,,,,,,,,,,,,,10
Diadème de Ganymède,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20360-diademe-ganymede,200,301,,,,,,81,1,,,,-10,,,,16,,,,,,,,,,,,,,,,,,,,,,,,-5,-5,-5,-5,-5,-10,,
Cape Paztek,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20464-cape-paztek,200,351,31,,61,61,,,,,-1,,-10,,,7,,,,,7,,,,,,,,,11,11,,,16,,,,,,,,7,,,7,-10,,
Coiffe Cryochrone,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14088-coiffe-cryochrone,200,301,31,,41,41,,,,,1,,4,201,7,,,,,4,,,7,,,,,,,11,11,,,,,,11,,11,,,,,,,4,,
Amulette du Nocturlabe,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14097-amulette-nocturlabe,200,301,31,71,,,,,1,,,,-5,,16,,,,,,,,,,,,,,11,,,,11,,,,,,16,,,,,,7,-5,,
Bottes du Nocturlabe,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14099-bottes-nocturlabe,200,301,31,,,71,,,,1,1,,,201,16,,,,,,,,,,,,,,,,11,,-11,,,,,,,16,,7,,,,,,
Sangle Aise,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14130-sangle-aise,200,301,31,,41,,,,1,,,,4,,16,,-16,,,,6,,16,,,,,,,11,11,11,,,,,,,,,,,,,,4,,
Dorabysses,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14877-dorabysses,200,351,31,,,,31,,,,,,3,,11,7,,,,,-5,21,-21,,,,,,,4,4,7,,,,,,,,,,,7,7,7,3,,
Anneau Tique,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14879-anneau-tique,200,251,21,,31,,,,,,1,,2,,16,4,,,,,,21,-21,,,,,,,7,4,4,,,,,,,,,,,,7,7,2,,
Anneau de Nidas,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15187-anneau-nidas,200,201,41,,31,,,,,,,1,,,,,7,,4,,,,,,,,,,,9,,,,,7,,,,,,,7,,,,,,
Chapeau de Gein,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15431-chapeau-gein,200,301,31,51,51,,,,,,,1,2,,,,7,,,,,,,,,,,11,11,11,,,,,,,,,,,5,7,,,,2,,
Ceinture de Gein,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15432-ceinture-gein,200,301,31,41,41,,,,,,1,,,,11,,7,,,,,,,,,,,7,7,7,,,21,,,,,,,,,,11,,,,,
Bottes du Katcheur,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15441-bottes-katcheur,200,351,31,31,31,,31,,,1,,1,4,301,11,,,,,,,,,,,,,9,9,9,,9,,,,,,,,,,,,,,4,,
Pataugastrique,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15693-pataugastrique,200,301,31,,41,41,,,1,1,,,,,,11,,4,,,,-20,,,,,,,,9,9,,11,,,,,,,,,,,,7,,,
Chapibou,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15738-chapibou,200,351,31,,,,41,,,,,,2,,11,-10,,,4,,,,,,,,,,,,,16,7,16,,11,,11,,,5,,5,,,2,,
Anneau des égarés,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15740-anneau-egares,200,201,31,31,,,31,11,,,,,,,,,,,,,5,,,,,,,9,9,,,9,,,,,,,,,,,7,,,,,
Cape de Kongoku,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17106-cape-kongoku,200,301,31,,,,,21,,,1,,5,,16,7,,,5,,,,16,,,,,,,,,,,,,,,,,,,5,5,5,,5,,
Chevalière du Roi Joueur,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17574-chevaliere-roi-joueur,200,201,31,31,31,,,,,,1,,2,,7,,-5,,4,,,,,,,,,9,9,9,,,,,,,,,,,,,7,,,2,,
Bottes du Chalœil,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17578-bottes-chaloeil,200,251,31,31,31,31,31,7,,1,1,,3,,,,,,,,,,16,,,,,7,7,7,7,7,,,,,,,,,,,7,,,3,,
Casque du Chalœil,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17579-casque-chaloeil,200,251,21,31,31,31,31,7,,,,1,3,,11,,5,,,,,,16,,,,,7,7,7,7,7,,,,,,,,,,7,,,,3,,
Poulpagne,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18006-poulpagne,200,301,31,,,51,,,1,,,,2,,11,,,,,11,,,,,,,,,,,11,,,,,,,,,,5,,5,,,2,,
Ceintouse,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18019-ceintouse,200,301,31,41,,,41,,,,,,3,,,7,,4,,,,,,,,,,9,9,,,9,,,,,,,,,,,7,,7,3,,
Ceinture de l'Indicible,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18026-ceinture-indicible,200,251,31,31,31,31,31,,,,1,,3,,11,,7,,,,,,,,,,,9,9,9,9,9,,,,,,,,,,7,,,,3,,
Sandales de Tal Kasha,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18592-sandales-tal-kasha,200,301,21,,,31,31,,,1,,,4,,11,,,7,,,,,,,,,,,,,7,7,7,,,,,,,,,5,5,,,4,,
Pagne du Rykaon,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18598-pagne-rykaon,200,401,21,,,61,,,,,1,,4,,11,,11,,,9,-15,,,,,,,,,,7,,16,,,,,,,,5,5,,,,4,,
Anneauræus,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18599-anneauraeus,200,301,31,,51,,,,,,,,2,,11,,,,,7,,,-30,,,,,,,9,,,,,9,,,,,,,5,,5,,2,,
Bouclier précieux,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18692-bouclier-precieux,200,101,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,11,
Bouclier du Stalak,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18715-bouclier-stalak,200,,,,,,,21,,,,,,,,,16,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
Cape d'Anerice,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19076-cape-anerice,200,401,,,,,,,,,,1,7,,16,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,7,,
Bouclier d'Anerice,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19077-bouclier-anerice,200,,,,,,,,,,,,4,,,16,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,4,11,
Cape du Cœur Vaillant,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19243-cape-coeur-vaillant,200,301,21,31,,,31,,,,,,3,,,,,5,,,,,,,,,,9,9,,,9,,16,,,,,,,5,,5,5,,3,,
Cape du Cœur Saignant,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19246-cape-coeur-saignant,200,351,31,61,,,,,,,,1,2,,,5,-5,,4,,,,,,,,,11,11,,,,7,,,,,,,,,7,,,7,2,,
Ceinture de l'Esprit Salvateur,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19247-ceinture-esprit-salvateur,200,351,31,,,,,51,,,1,,-10,,11,,7,,,,,,,,,,,11,11,11,11,11,,,,,,,,,,,5,5,,-10,,
Bottes de l'Esprit Salvateur,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19248-bottes-esprit-salvateur,200,301,31,,,,,41,,1,,,-10,,11,,7,,,,,,,,,,,11,11,11,11,11,,,,,,,,,,,,,7,-10,,
Ceinture de l'Esprit Malsain,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19250-ceinture-esprit-malsain,200,351,31,,31,31,,,,,,,2,,11,,,,,,5,,,,,,,,,11,11,,9,,,,,,,,7,7,,,,2,,
Bottes de l'Esprit Malsain,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19251-bottes-esprit-malsain,200,351,31,,31,31,,,,1,,,2,,,9,,,,,7,,,,,,,,,9,9,,,,11,,,,,,,,7,,,2,,
Capuche de l'Œil Attentif,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19254-capuche-oeil-attentif,200,301,31,,,61,,,,,1,,3,401,,,7,,,7,,,,,,,,,,,16,,,,,,,,,,5,7,,,,3,,
Amulette de l'Œil Attentif,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19255-amulette-oeil-attentif,200,351,31,,,61,,,1,,,,4,,11,,5,,,5,,,,,,,,,,,16,,,,,,,,,,5,,,5,,4,,
Bouclier Bontarien,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19259-bouclier-bontarien,200,101,,,,,,,,,,,,,,,11,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,11
Pompes Funèbres,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19265-pompes-funebres,200,301,21,41,41,,41,,,1,,,2,,11,,,,,,,,16,,,,,9,9,9,,9,,,,,,,,,,5,5,,,2,,
Chaussures Ardentes,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19585-chaussures-ardentes,200,301,31,,61,,,,,1,,1,-10,,11,5,,4,,,,,,,,,,,,11,,,,,9,,,,,,,7,,,7,-10,,
Cape Ardente,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19589-cape-ardente,200,351,31,,51,,,,,,,,-10,,11,5,,5,,,5,,,,,,,,,11,,,,,7,,,,,,7,7,,,,-10,,
Amulette Volcanique,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19590-amulette-volcanique,200,301,31,51,51,,,,1,,,1,4,,,,,,7,,,,,,,,,9,9,9,,,,,,,,,,,,,,,7,4,,
